device,distance_km,avg_soc_per_km,idle_pct,chg_slow_pct,chg_fast_pct,discharge_pct,cell_imbalance_mv,temp_range
1229665632,28168.0,0.41487957899234923,32.55211741609797,16.896326072730673,1.0376741142376367,49.51388239693372,6.79063800773771,1.9093508569023163
1241055568,18882.0,0.19764725252148396,8.422647645797914,19.151452435508904,0.9054623401581786,71.520437578535,6.292760824287889,2.8719136355343253
1241124027,25911.0,0.40490617802783146,22.65966270389826,11.267901575891623,0.8659109759469173,65.2065247442632,5.968743708279306,1.4509707467667694
1241124041,2355.0,0.5710509417595551,7.925519216996897,5.506485239118326,0.43367549932362537,86.13432004456115,6.852066917894247,0.818988679186521
1241124042,8629.0,0.3615825032229233,49.7106092012814,10.311734460387111,0.6999219317845317,39.27773440654696,5.326126535754531,0.9720650511049855
1241124043,11032.0,0.31714274759741423,6.4652401506107084,17.095233722104876,0.05739737349618881,76.38212875378822,6.696128682536429,0.9639638398279174
1241124047,13393.0,0.36340331418569,5.487202393037452,8.099511376402594,0.20573625153963807,86.20754997902031,5.960172345754723,1.333710200850401
1241124051,31386.0,0.35351615352374566,11.722193197497623,13.584240914144866,0.5807177591126472,74.11284812924487,6.46203871329607,1.215411121011866
1241124068,17733.0,0.4013542467818503,20.66445239457304,8.329135323901331,0.8299251188961654,70.17648716262947,6.549487645162284,1.164371347975015
1241124074,16715.0,0.34544946922007774,4.866280522924115,10.362851957705306,0.15974614490170722,84.61112137446887,5.972922387467279,1.0164254745299253
1241144620,9546.0,0.38211085988067545,11.940298507462686,14.973519499277804,0.6259027443428021,72.4602792489167,6.9148592077301005,1.0240334867622922
1241144622,29469.0,0.29222000025715295,8.481818112207783,18.34039066747322,0.04517714802024549,73.13261407229875,6.274540438029387,1.326386922095293
1241144640,14008.0,0.36998669226600495,17.788604640233107,15.148904171823352,1.3018344743314587,65.7606567136121,5.595305668661475,1.3997710318536625
1241144663,11855.0,0.31727534652412176,31.562221231043715,5.350133809099019,0.4950936663693131,62.59255129348795,6.7467924262678105,0.9678061098792806
1241172640,19106.0,0.36380225885225886,16.76871420106656,18.62268747119626,1.3549279083547303,63.253670419382445,6.785970872045423,2.0270044851185203
1241172641,8906.0,0.3248801372848061,20.20515518148343,12.6775381378222,0.2770471681571103,66.84025951253726,6.643430924799731,1.0652326549664952
1241172642,15235.0,0.3986421332919704,22.864232541651898,18.879507589185007,2.0125036254068513,56.24375624375625,5.848414588448744,1.6596441863312592
1241172644,14530.0,0.3207469900816911,11.080539834566826,18.908141053548107,0.1131911188506748,69.8981279930344,6.191728298215973,1.1802213678276319
1241172646,8862.0,0.3728553505740526,7.151472153245832,15.824760553387726,0.29975168499467897,76.72401560837176,5.639992284040973,0.9189568079784491
1241172647,21814.0,0.3952665049200108,20.303499707816602,13.929263790592621,2.0295151610718953,63.73772134051888,6.284416329144739,1.5464262781355433
1241172648,34233.0,0.35573554751424874,20.982791354462965,17.122838784652078,0.8155019695014426,61.07886789138352,6.683726231178216,1.927040589857096
1241172649,6353.0,0.3894141531322506,8.021795065839262,18.13531103375208,0.5418495535038595,73.3010443469048,6.461424170581043,0.9671151000335388
1241172656,22579.0,0.4057088807842771,13.664605969776444,30.60603222180592,0.3044211315099288,55.42494067690771,7.962775576733175,3.286327417919732
1241172671,766.0,0.3181900419742365,25.893065608218542,16.296988092458555,0.3969180480971282,57.413028251225775,6.39790699555618,1.010456672120325
1241172689,48819.0,0.3478130081819962,12.178602784397341,30.471173544044483,0.04849701074459634,57.30172666081358,6.4611753604521995,2.42993267063515
1241172690,34756.0,0.04959264667049814,87.32059424222925,5.014967965755533,0.12170215147021796,7.542735640545002,1.1800686439662162,1.272388717188842
1241225137,13071.0,0.29668907516199394,47.23580117295385,7.826156737128604,0.27217344202438193,44.66586864789316,6.719286183288406,0.8736108952426035
1241225142,8952.0,0.2897734735736009,47.20427236315087,11.855807743658211,0.07343124165554073,40.866488651535384,5.7766308733602045,0.7052902601656634
1241225154,8798.0,0.24214066102997694,43.55556314634376,8.831692299809566,0.08112654887661079,47.53161800497006,7.242380474704116,0.7352191452645414
1241225158,29299.0,0.3685458614374596,14.433578596458322,18.323968999650436,0.5004731901542344,66.74197921373701,6.653892188445635,2.0108042761016205
1241225159,49050.0,0.45089011663597295,9.146925920854443,25.259986883544617,0.7970769042282552,64.79601029137268,7.505463844225501,2.5818083418227413
1241225177,9148.0,0.2977154091248051,16.36524626452684,20.141671278361926,0.011068068622025456,63.482014388489205,6.8080750231598675,0.7686651012401525
1241225178,18555.0,0.4216990228187586,11.992540081605737,14.027531632526893,1.529077195730124,72.45085109013725,6.202609855201255,1.3955151444961913
1241225179,18115.0,0.3366261286278074,18.90627320889241,15.314155567658563,0.9271178887953656,64.85245333465366,6.419283104695751,1.3154204171740462
1241225181,48604.0,0.4066705833473988,11.116412651514457,31.189268050980427,1.0102493049374672,56.68406999256764,7.9341165877895445,3.3031408978919132
1241225183,37939.0,0.3477552446227864,18.647451037769372,30.27297619296449,0.8977279852852037,50.181844783980935,6.435510484129409,2.732088063352156
